ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2011-01-30,21261.840303232173,-11609.988436659432,21590.380964105792,21261.840303232173,21261.840303232173,-16063.567081223298,-16063.567081223298,-16063.567081223298,-15685.509640939632,-15685.509640939632,-15685.509640939632,-378.05744028366695,-378.05744028366695,-378.05744028366695,0.0,0.0,0.0,5198.273222008875
2011-01-31,21334.26652792392,1753.2015313555116,34570.9434688011,21334.26652792392,21334.26652792392,-4185.914887339904,-4185.914887339904,-4185.914887339904,-2697.3171450578375,-2697.3171450578375,-2697.3171450578375,-1488.5977422820677,-1488.5977422820677,-1488.5977422820677,0.0,0.0,0.0,17148.351640584013
2011-02-01,21406.69275261566,3908.771772216009,36401.40549251979,21406.69275261566,21406.69275261566,-998.4837137815854,-998.4837137815854,-998.4837137815854,1506.1291002673652,1506.1291002673652,1506.1291002673652,-2504.61281404895,-2504.61281404895,-2504.61281404895,0.0,0.0,0.0,20408.209038834077
2011-02-02,21479.1189773074,-1223.160195031716,34744.68828003715,21479.1189773074,21479.1189773074,-4752.132805177067,-4752.132805177067,-4752.132805177067,-1346.9894229648025,-1346.9894229648025,-1346.9894229648025,-3405.143382212265,-3405.143382212265,-3405.143382212265,0.0,0.0,0.0,16726.98617213033
2011-02-03,21551.545201999143,6241.383499286631,39883.35725088962,21551.545201999143,21551.545201999143,1717.822401139242,1717.822401139242,1717.822401139242,5890.5759973160075,5890.5759973160075,5890.5759973160075,-4172.753596176764,-4172.753596176764,-4172.753596176764,0.0,0.0,0.0,23269.367603138384
2011-02-04,21623.97142669089,-1301.6359002388024,31247.51488048085,21623.97142669089,21623.97142669089,-7082.440514225573,-7082.440514225573,-7082.440514225573,-2288.5020531836785,-2288.5020531836785,-2288.5020531836785,-4793.938461041896,-4793.938461041896,-4793.938461041896,0.0,0.0,0.0,14541.530912465316
2011-02-06,21768.82387607437,-16979.490799948544,17378.858667199485,21768.82387607437,21768.82387607437,-21249.808888726893,-21249.808888726893,-21249.808888726893,-15685.509640938642,-15685.509640938642,-15685.509640938642,-5564.299247788252,-5564.299247788252,-5564.299247788252,0.0,0.0,0.0,519.0149873474766
2011-02-07,21841.250100766116,-3136.826233798453,29915.71006884445,21841.250100766116,21841.250100766116,-8405.456767450694,-8405.456767450694,-8405.456767450694,-2697.317145064253,-2697.317145064253,-2697.317145064253,-5708.13962238644,-5708.13962238644,-5708.13962238644,0.0,0.0,0.0,13435.793333315421
2011-02-08,21913.676323391115,901.8106929424488,34084.84667827415,21913.676323391115,21913.676323391115,-4188.721724648896,-4188.721724648896,-4188.721724648896,1506.129100219488,1506.129100219488,1506.129100219488,-5694.850824868383,-5694.850824868383,-5694.850824868383,0.0,0.0,0.0,17724.954598742217
2011-02-09,21986.10254601611,-1342.2540272108902,33034.33937877942,21986.10254601611,21986.10254601611,-6879.497754275989,-6879.497754275989,-6879.497754275989,-1346.9894229837275,-1346.9894229837275,-1346.9894229837275,-5532.5083312922625,-5532.5083312922625,-5532.5083312922625,0.0,0.0,0.0,15106.604791740123
2011-02-10,22058.528768641114,7032.879338786007,39907.82647197354,22058.528768641114,22058.528768641114,657.539035688151,657.539035688151,657.539035688151,5890.575997322575,5890.575997322575,5890.575997322575,-5233.036961634424,-5233.036961634424,-5233.036961634424,0.0,0.0,0.0,22716.067804329265
2011-02-11,22130.954991266113,-733.9759326980427,30900.84732429493,22130.954991266113,22130.954991266113,-7100.297152875068,-7100.297152875068,-7100.297152875068,-2288.502053161069,-2288.502053161069,-2288.502053161069,-4811.795099713999,-4811.795099713999,-4811.795099713999,0.0,0.0,0.0,15030.657838391046
2011-02-13,22275.807436516112,-12760.874204879154,19086.83326716079,22275.807436516112,22275.807436516112,-19365.00199724834,-19365.00199724834,-19365.00199724834,-15685.509640937653,-15685.509640937653,-15685.509640937653,-3679.4923563106872,-3679.4923563106872,-3679.4923563106872,0.0,0.0,0.0,2910.805439267773
2011-02-14,22348.233659141115,-735.8978018207001,34071.8461463808,22348.233659141115,22348.233659141115,-5708.726837244179,-5708.726837244179,-5708.726837244179,-2697.3171450706686,-2697.3171450706686,-2697.3171450706686,-3011.409692173509,-3011.409692173509,-3011.409692173509,0.0,0.0,0.0,16639.506821896935
2011-02-15,22420.659881766114,5310.7681889389905,37632.86580136144,22420.659881766114,22420.659881766114,-800.0715686628845,-800.0715686628845,-800.0715686628845,1506.1291002948087,1506.1291002948087,1506.1291002948087,-2306.2006689576924,-2306.2006689576924,-2306.2006689576924,0.0,0.0,0.0,21620.58831310323
2011-02-16,22493.086104391114,3396.799178100986,36794.48262607158,22493.086104391114,22493.086104391114,-2934.57631648916,-2934.57631648916,-2934.57631648916,-1346.98942292639,-1346.98942292639,-1346.98942292639,-1587.5868935627693,-1587.5868935627693,-1587.5868935627693,0.0,0.0,0.0,19558.509787901952
2011-02-17,22565.512327016113,11645.490156330716,44757.00242416723,22565.512327016113,22565.512327016113,5011.635776509857,5011.635776509857,5011.635776509857,5890.575997287672,5890.575997287672,5890.575997287672,-878.9402207778157,-878.9402207778157,-878.9402207778157,0.0,0.0,0.0,27577.14810352597
2011-02-18,22637.938797477815,3050.719834085262,36526.02642970908,22637.938797477815,22637.938797477815,-2491.1147694840442,-2491.1147694840442,-2491.1147694840442,-2288.5020531611194,-2288.5020531611194,-2288.5020531611194,-202.61271632292562,-202.61271632292562,-202.61271632292562,0.0,0.0,0.0,20146.82402799377
2011-02-20,22782.791738401218,-8117.612297193559,24701.600507655472,22782.791738401218,22782.791738401218,-14713.015582211916,-14713.015582211916,-14713.015582211916,-15685.50964089641,-15685.50964089641,-15685.50964089641,972.4940586844962,972.4940586844962,972.4940586844962,0.0,0.0,0.0,8069.776156189302
2011-02-21,22855.21820886292,3644.044962194397,38790.924115731046,22855.21820886292,22855.21820886292,-1260.2904518383616,-1260.2904518383616,-1260.2904518383616,-2697.317145095798,-2697.317145095798,-2697.317145095798,1437.0266932574361,1437.0266932574361,1437.0266932574361,0.0,0.0,0.0,21594.927757024558
2011-02-22,22927.644679324625,8915.913831128484,43278.1391692067,22927.644679324625,22927.644679324625,3307.7834232709756,3307.7834232709756,3307.7834232709756,1506.1291002469316,1506.1291002469316,1506.1291002469316,1801.6543230240443,1801.6543230240443,1801.6543230240443,0.0,0.0,0.0,26235.4281025956
2011-02-23,23000.071149786327,7759.563498210414,40591.99317609558,23000.071149786327,23000.071149786327,710.1910607660035,710.1910607660035,710.1910607660035,-1346.9894229453155,-1346.9894229453155,-1346.9894229453155,2057.1804837113186,2057.1804837113186,2057.1804837113186,0.0,0.0,0.0,23710.26221055233
2011-02-24,23072.49762024803,15412.821195696091,48084.936634602556,23072.49762024803,23072.49762024803,8088.630652675121,8088.630652675121,8088.630652675121,5890.57599725277,5890.57599725277,5890.57599725277,2198.0546554223497,2198.0546554223497,2198.0546554223497,0.0,0.0,0.0,31161.12827292315
2011-02-25,23144.924090709726,6454.585205623084,40363.246818421685,23144.924090709726,23144.924090709726,-66.03435878006705,-66.03435878006705,-66.03435878006705,-2288.5020531611704,-2288.5020531611704,-2288.5020531611704,2222.4676943811023,2222.4676943811023,2222.4676943811023,0.0,0.0,0.0,23078.88973192966
2011-02-27,23289.777031633137,-8350.742124061086,26932.837127147486,23289.777031633137,23289.777031633137,-13752.338585275296,-13752.338585275296,-13752.338585275296,-15685.50964089542,-15685.50964089542,-15685.50964089542,1933.1710556201247,1933.1710556201247,1933.1710556201247,0.0,0.0,0.0,9537.43844635784
2011-02-28,23362.20350209484,5770.920020702967,38889.18174498799,23362.20350209484,23362.20350209484,-1063.4621329478782,-1063.4621329478782,-1063.4621329478782,-2697.317145044176,-2697.317145044176,-2697.317145044176,1633.855012096298,1633.855012096298,1633.855012096298,0.0,0.0,0.0,22298.74136914696
2011-03-01,23434.629972556544,9930.450328114288,42028.4602812529,23434.629972556544,23434.629972556544,2752.433399805795,2752.433399805795,2752.433399805795,1506.1291002671778,1506.1291002671778,1506.1291002671778,1246.3042995386172,1246.3042995386172,1246.3042995386172,0.0,0.0,0.0,26187.06337236234
2011-03-02,23507.05644628752,5904.585525647698,39227.973601748374,23507.05644628752,23507.05644628752,-561.9313022630312,-561.9313022630312,-561.9313022630312,-1346.9894228995256,-1346.9894228995256,-1346.9894228995256,785.0581206364947,785.0581206364947,785.0581206364947,0.0,0.0,0.0,22945.12514402449
2011-03-03,23579.48292001849,12850.982136087014,45675.962010366515,23579.48292001849,23579.48292001849,6157.36539592421,6157.36539592421,6157.36539592421,5890.575997259338,5890.575997259338,5890.575997259338,266.78939866487224,266.78939866487224,266.78939866487224,0.0,0.0,0.0,29736.8483159427
2011-03-04,23651.909393749465,4604.319676766647,38614.412938186644,23651.909393749465,23651.909393749465,-2578.7434434745205,-2578.7434434745205,-2578.7434434745205,-2288.5020531752866,-2288.5020531752866,-2288.5020531752866,-290.2413902992336,-290.2413902992336,-290.2413902992336,0.0,0.0,0.0,21073.165950274946
2011-03-06,23796.76234121141,-9157.073466014524,22935.427357210498,23796.76234121141,23796.76234121141,-17128.665981404927,-17128.665981404927,-17128.665981404927,-15685.50964089443,-15685.50964089443,-15685.50964089443,-1443.1563405104991,-1443.1563405104991,-1443.1563405104991,0.0,0.0,0.0,6668.0963598064845
2011-03-07,23869.188814942383,2209.4206975612797,36293.62725670085,23869.188814942383,23869.188814942383,-4697.28231929275,-4697.28231929275,-4697.28231929275,-2697.317144992554,-2697.317144992554,-2697.317144992554,-1999.9651743001966,-1999.9651743001966,-1999.9651743001966,0.0,0.0,0.0,19171.906495649633
2011-03-08,23941.615288673358,6390.8068313803215,39167.510482875405,23941.615288673358,23941.615288673358,-1012.4738894472065,-1012.4738894472065,-1012.4738894472065,1506.1291002874232,1506.1291002874232,1506.1291002874232,-2518.60298973463,-2518.60298973463,-2518.60298973463,0.0,0.0,0.0,22929.14139922615
2011-03-09,24014.04176240433,4103.508440607302,36102.01282443168,24014.04176240433,24014.04176240433,-4328.860979707745,-4328.860979707745,-4328.860979707745,-1346.9894230247837,-1346.9894230247837,-1346.9894230247837,-2981.871556682961,-2981.871556682961,-2981.871556682961,0.0,0.0,0.0,19685.180782696585
2011-03-10,24086.468236135304,11061.076744153788,42420.77645945233,24086.468236135304,24086.468236135304,2516.0814970505066,2516.0814970505066,2516.0814970505066,5890.575997272925,5890.575997272925,5890.575997272925,-3374.494500222419,-3374.494500222419,-3374.494500222419,0.0,0.0,0.0,26602.54973318581
2011-03-11,24158.894709866276,2202.341291461104,35271.332351884565,24158.894709866276,24158.894709866276,-5972.079446086105,-5972.079446086105,-5972.079446086105,-2288.5020531526757,-2288.5020531526757,-2288.5020531526757,-3683.577392933429,-3683.577392933429,-3683.577392933429,0.0,0.0,0.0,18186.81526378017
2011-03-13,24303.747657328222,-12678.91157623226,21662.295595726206,24303.747657328222,24303.747657328222,-19699.18116769615,-19699.18116769615,-19699.18116769615,-15685.509640929895,-15685.509640929895,-15685.509640929895,-4013.671526766255,-4013.671526766255,-4013.671526766255,0.0,0.0,0.0,4604.56648963207
2011-03-14,24376.174127165734,670.8336581686458,33079.63944523696,24376.174127165734,24376.174127165734,-6721.132806433697,-6721.132806433697,-6721.132806433697,-2697.317145017685,-2697.317145017685,-2697.317145017685,-4023.8156614160134,-4023.8156614160134,-4023.8156614160134,0.0,0.0,0.0,17655.041320732038
2011-03-15,24448.60059700324,5796.684131125585,38805.54460411665,24448.60059700324,24448.60059700324,-2422.859385737409,-2422.859385737409,-2422.859385737409,1506.12910029462,1506.12910029462,1506.12910029462,-3928.988486032028,-3928.988486032028,-3928.988486032028,0.0,0.0,0.0,22025.741211265828
2011-03-16,24521.027066840747,3333.6935264464682,36394.2585570744,24521.027066840747,24521.027066840747,-5079.107992193513,-5079.107992193513,-5079.107992193513,-1346.989422978996,-1346.989422978996,-1346.989422978996,-3732.1185692145177,-3732.1185692145177,-3732.1185692145177,0.0,0.0,0.0,19441.919074647234
2011-03-17,24593.45353667825,10991.845004322518,42485.161141384786,24593.45353667825,24593.45353667825,2451.1809814068947,2451.1809814068947,2451.1809814068947,5890.5759972865135,5890.5759972865135,5890.5759972865135,-3439.395015879618,-3439.395015879618,-3439.395015879618,0.0,0.0,0.0,27044.634518085146
2011-03-18,24665.880006515756,3328.378158350522,35630.36298368862,24665.880006515756,24665.880006515756,-5348.567605304133,-5348.567605304133,-5348.567605304133,-2288.502053130067,-2288.502053130067,-2288.502053130067,-3060.0655521740678,-3060.0655521740678,-3060.0655521740678,0.0,0.0,0.0,19317.312401211624
2011-03-20,24810.73294619077,-9669.912707759839,23206.527188140317,24810.73294619077,24810.73294619077,-17777.538697221145,-17777.538697221145,-17777.538697221145,-15685.509640872322,-15685.509640872322,-15685.509640872322,-2092.029056348822,-2092.029056348822,-2092.029056348822,0.0,0.0,0.0,7033.194248969623
2011-03-21,24883.159416028273,5518.696284041984,36690.390181509494,24883.159416028273,24883.159416028273,-4231.385334821181,-4231.385334821181,-4231.385334821181,-2697.3171450241007,-2697.3171450241007,-2697.3171450241007,-1534.0681897970805,-1534.0681897970805,-1534.0681897970805,0.0,0.0,0.0,20651.77408120709
2011-03-22,24955.585885865778,7545.092533884668,41085.13599646402,24955.585885865778,24955.585885865778,556.085664432683,556.085664432683,556.085664432683,1506.1291002467435,1506.1291002467435,1506.1291002467435,-950.0434358140612,-950.0434358140612,-950.0434358140612,0.0,0.0,0.0,25511.67155029846
2011-03-23,25028.01235570329,7026.277972761139,39325.282659696844,25028.01235570329,25028.01235570329,-1705.6207055693988,-1705.6207055693988,-1705.6207055693988,-1346.9894229979204,-1346.9894229979204,-1346.9894229979204,-358.6312825714781,-358.6312825714781,-358.6312825714781,0.0,0.0,0.0,23322.39165013389
2011-03-24,25100.438823667555,14032.886838673152,48996.75443580042,25100.438823667555,25100.438823667555,6111.745062290574,6111.745062290574,6111.745062290574,5890.575997251612,5890.575997251612,5890.575997251612,221.16906503896368,221.16906503896368,221.16906503896368,0.0,0.0,0.0,31212.18388595813
2011-03-25,25172.86529163183,6954.496620867012,40050.01385792907,25172.86529163183,25172.86529163183,-1517.8874746063418,-1517.8874746063418,-1517.8874746063418,-2288.502053144182,-2288.502053144182,-2288.502053144182,770.6145785378405,770.6145785378405,770.6145785378405,0.0,0.0,0.0,23654.97781702549
2011-03-27,25317.71822756037,-5343.159952167976,27130.332091454937,25317.71822756037,25317.71822756037,-13977.36642445031,-13977.36642445031,-13977.36642445031,-15685.509640907789,-15685.509640907789,-15685.509640907789,1708.1432164574787,1708.1432164574787,1708.1432164574787,0.0,0.0,0.0,11340.35180311006
2011-03-28,25390.14469552464,7803.388525152864,41407.13534392457,25390.14469552464,25390.14469552464,-632.3126080359916,-632.3126080359916,-632.3126080359916,-2697.317145030515,-2697.317145030515,-2697.317145030515,2065.0045369945237,2065.0045369945237,2065.0045369945237,0.0,0.0,0.0,24757.83208748865
2011-03-29,25462.571163488912,12084.229714669262,44293.21308473127,25462.571163488912,25462.571163488912,3836.144030256649,3836.144030256649,3836.144030256649,1506.1291001988668,1506.1291001988668,1506.1291001988668,2330.014930057782,2330.014930057782,2330.014930057782,0.0,0.0,0.0,29298.71519374556
