Customer ID,Recency,Frequency,Monetary,Cluster,Segment
12491.0,39,26,460.40000000000003,0,Regular
12492.0,63,20,263.21000000000004,0,Regular
12493.0,166,22,433.74,1,VIP
12494.0,16,77,1246.1,0,Regular
12497.0,82,14,1043.1,0,Regular
12498.0,21,23,403.70000000000005,0,Regular
12500.0,23,61,4257.82,0,Regular
12501.0,337,149,2169.39,1,VIP
12502.0,96,147,3723.87,0,Regular
12504.0,18,9,482.04999999999995,0,Regular
12506.0,233,23,73.5,1,VIP
12507.0,134,21,1304.81,0,Regular
12508.0,26,68,397.88,0,Regular
12509.0,284,7,176.5,1,VIP
12510.0,143,33,982.5699999999999,1,VIP
12512.0,66,31,132.18,0,Regular
12513.0,113,35,612.29,0,Regular
12514.0,267,51,1017.6800000000001,1,VIP
12515.0,353,16,383.7,1,VIP
12516.0,78,26,1312.06,0,Regular
12517.0,28,279,2481.6,0,Regular
12518.0,1,124,2056.89,0,Regular
12519.0,64,17,330.84000000000003,0,Regular
12520.0,79,152,2634.26,0,Regular
12521.0,143,38,599.68,1,VIP
12522.0,39,12,192.72,0,Regular
12523.0,19,106,1789.77,0,Regular
12524.0,9,144,4485.72,0,Regular
12526.0,1,71,1316.66,0,Regular
12527.0,82,18,348.71000000000004,0,Regular
12528.0,9,92,1933.48,0,Regular
12530.0,60,66,1662.28,0,Regular
12531.0,15,17,125.22,0,Regular
12532.0,30,16,349.83000000000004,0,Regular
12534.0,131,63,1089.18,0,Regular
12535.0,92,34,716.35,0,Regular
12536.0,43,261,12601.830000000002,0,Regular
12538.0,29,21,363.95,0,Regular
12539.0,22,273,5568.35,0,Regular
12540.0,20,478,13400.24,0,Regular
12541.0,30,52,981.18,0,Regular
12544.0,36,19,372.7,0,Regular
12545.0,75,50,1000.39,0,Regular
12546.0,47,69,1161.5,0,Regular
12547.0,198,8,207.8,1,VIP
12548.0,166,5,95.19999999999999,1,VIP
12550.0,79,57,964.83,0,Regular
12551.0,358,10,168.0,1,VIP
12552.0,39,20,437.82,0,Regular
12553.0,8,191,3692.28,0,Regular
12556.0,50,119,599.56,0,Regular
12557.0,16,33,11990.960000000001,0,Regular
12558.0,8,11,269.96,0,Regular
12559.0,311,21,561.71,1,VIP
12560.0,5,105,2134.01,0,Regular
12561.0,303,16,238.85,1,VIP
12562.0,8,168,3781.7400000000002,0,Regular
12564.0,261,21,456.90000000000003,1,VIP
12565.0,289,9,145.92000000000002,1,VIP
12566.0,86,19,351.65,0,Regular
12567.0,23,446,9401.28,0,Regular
12569.0,2,188,4124.6900000000005,0,Regular
12571.0,40,34,519.61,0,Regular
12572.0,9,60,1020.4200000000001,0,Regular
12573.0,227,28,160.54000000000002,1,VIP
12574.0,316,11,218.45000000000002,1,VIP
12576.0,36,88,1315.83,0,Regular
12577.0,35,146,626.6,0,Regular
12578.0,21,114,2794.51,0,Regular
12579.0,78,29,440.42,0,Regular
12580.0,247,24,415.7,1,VIP
12581.0,40,15,197.71,0,Regular
12582.0,239,22,511.36,1,VIP
12583.0,3,247,7281.38,0,Regular
12584.0,4,96,2338.15,0,Regular
12585.0,234,87,2040.1,1,VIP
12586.0,17,11,196.94000000000003,0,Regular
12587.0,8,4,144.0,0,Regular
12588.0,39,10,214.89999999999998,0,Regular
12589.0,29,35,646.68,0,Regular
12590.0,211,68,9864.26,1,VIP
12591.0,317,26,452.84999999999997,1,VIP
12592.0,92,18,437.6,0,Regular
12593.0,109,21,418.1,0,Regular
12594.0,38,118,3338.2200000000003,0,Regular
12596.0,51,27,618.27,0,Regular
12597.0,19,206,3811.22,0,Regular
12598.0,10,132,3023.08,0,Regular
12599.0,29,62,1032.58,0,Regular
12600.0,29,64,2599.04,0,Regular
12601.0,190,28,577.0600000000001,1,VIP
12602.0,59,12,153.12,0,Regular
12603.0,22,2,739.1999999999999,0,Regular
12604.0,79,16,254.18,0,Regular
12607.0,60,101,1579.51,0,Regular
12609.0,78,60,1126.85,0,Regular
12610.0,23,106,2099.54,0,Regular
12611.0,52,65,1193.32,0,Regular
12612.0,74,19,704.04,0,Regular
12613.0,57,153,3344.38,0,Regular
12614.0,278,20,315.6,1,VIP
12615.0,2,105,2291.19,0,Regular
12616.0,95,32,713.3,0,Regular
12617.0,29,41,352.98,0,Regular
12618.0,22,11,177.31,0,Regular
12619.0,16,90,3641.24,0,Regular
12620.0,15,92,1339.41,0,Regular
12621.0,2,467,13689.67,0,Regular
12622.0,232,11,180.1,1,VIP
12623.0,276,18,305.1,1,VIP
12624.0,106,38,641.13,0,Regular
12625.0,212,86,2683.82,1,VIP
12626.0,23,294,6620.4800000000005,0,Regular
12627.0,11,230,4478.53,0,Regular
12628.0,4,41,786.46,0,Regular
12630.0,10,64,1270.88,0,Regular
12631.0,57,31,640.5,0,Regular
12633.0,59,101,2163.98,0,Regular
12635.0,90,101,1689.18,0,Regular
12637.0,67,382,6002.9,0,Regular
12638.0,33,39,671.69,0,Regular
12639.0,239,22,486.1,1,VIP
12640.0,24,53,1174.58,0,Regular
12641.0,115,10,185.9,0,Regular
12642.0,25,47,1013.26,0,Regular
12643.0,128,24,3344.64,0,Regular
12644.0,130,31,477.90999999999997,0,Regular
12645.0,34,73,1775.18,0,Regular
12646.0,5,45,1346.97,0,Regular
12647.0,22,121,3722.82,0,Regular
12648.0,155,21,318.05,1,VIP
12649.0,107,31,623.51,0,Regular
12650.0,3,20,314.44,0,Regular
12651.0,335,9,114.0,1,VIP
12652.0,331,48,919.98,1,VIP
12653.0,149,43,2209.85,1,VIP
12654.0,11,38,601.98,0,Regular
12656.0,17,126,4051.17,0,Regular
12657.0,11,47,1643.18,0,Regular
12658.0,19,36,686.05,0,Regular
12659.0,30,5,91.68,0,Regular
12660.0,11,13,245.10000000000002,0,Regular
12662.0,1,230,3849.78,0,Regular
12664.0,8,37,4881.88,0,Regular
12665.0,325,3,63.0,1,VIP
12667.0,58,33,620.13,0,Regular
12668.0,12,161,3807.15,0,Regular
12669.0,151,101,2744.0299999999997,1,VIP
12670.0,10,92,2996.05,0,Regular
12672.0,330,10,225.9,1,VIP
12673.0,5,42,610.52,0,Regular
12674.0,39,83,1970.6,0,Regular
12676.0,25,45,1331.39,0,Regular
12678.0,42,165,17628.46,0,Regular
12679.0,59,48,1113.02,0,Regular
12680.0,1,53,880.81,0,Regular
12681.0,15,638,13787.54,0,Regular
12682.0,4,524,12279.82,0,Regular
12683.0,4,344,8476.57,0,Regular
12684.0,8,105,2283.63,0,Regular
12685.0,28,157,2863.08,0,Regular
12686.0,372,7,89.14,1,VIP
12688.0,114,171,4873.81,0,Regular
12689.0,26,72,1247.6100000000001,0,Regular
12690.0,206,16,389.01,1,VIP
12691.0,28,32,1035.8,0,Regular
12693.0,127,39,855.91,0,Regular
12694.0,70,37,869.67,0,Regular
12695.0,7,27,582.1,0,Regular
12697.0,29,41,957.59,0,Regular
12700.0,8,268,4939.99,0,Regular
12701.0,80,53,797.71,0,Regular
12702.0,20,12,219.0,0,Regular
12703.0,71,21,283.55,0,Regular
12704.0,7,88,2340.84,0,Regular
12705.0,15,334,6868.29,0,Regular
12707.0,292,33,603.42,1,VIP
12708.0,30,157,2712.91,0,Regular
12709.0,15,207,9706.52,0,Regular
12710.0,97,77,1149.02,0,Regular
12712.0,29,133,4396.13,0,Regular
12713.0,1,38,848.55,0,Regular
12714.0,9,259,4708.86,0,Regular
12715.0,106,20,343.36,0,Regular
12716.0,4,69,1053.49,0,Regular
12717.0,151,55,1030.98,1,VIP
12718.0,71,19,238.25,0,Regular
12719.0,5,39,644.95,0,Regular
12720.0,3,354,5781.7300000000005,0,Regular
12721.0,32,161,2656.13,0,Regular
12722.0,85,53,997.63,0,Regular
12723.0,4,69,725.07,0,Regular
12724.0,5,53,1031.41,0,Regular
12725.0,371,24,427.8,1,VIP
12726.0,28,124,2609.1,0,Regular
12727.0,11,139,3980.7000000000003,0,Regular
12728.0,71,46,836.33,0,Regular
12729.0,114,26,453.01,0,Regular
12731.0,24,274,18895.91,0,Regular
12732.0,180,12,236.26000000000002,1,VIP
12733.0,234,22,383.95,1,VIP
12734.0,353,4,110.39999999999999,1,VIP
12735.0,315,43,779.5699999999999,1,VIP
12736.0,333,4,234.0,1,VIP
12738.0,372,11,155.35,1,VIP
12739.0,78,38,1013.04,0,Regular
12740.0,64,27,427.6,0,Regular
12743.0,134,131,540.13,0,Regular
12744.0,52,222,21279.29,0,Regular
12747.0,2,103,4196.01,0,Regular
12748.0,1,4412,33053.19,3,At Risk
12749.0,4,199,4090.88,0,Regular
12750.0,129,15,275.88,0,Regular
12752.0,81,53,4366.78,0,Regular
12753.0,23,197,21429.39,0,Regular
12754.0,236,63,3010.74,1,VIP
12755.0,281,4,3811.9500000000003,1,VIP
12756.0,87,4,112.08,0,Regular
12757.0,16,364,7834.650000000001,0,Regular
12758.0,117,97,2791.59,0,Regular
12759.0,52,95,1531.44,0,Regular
12762.0,8,69,1898.52,0,Regular
12763.0,138,18,494.08,0,Regular
12764.0,317,45,1693.88,1,VIP
12766.0,4,310,6989.63,0,Regular
12769.0,239,32,1143.6,1,VIP
12770.0,211,12,1351.45,1,VIP
12772.0,60,55,892.47,0,Regular
12775.0,17,66,1386.04,0,Regular
12778.0,20,50,822.23,0,Regular
12779.0,38,149,3981.36,0,Regular
12781.0,64,25,826.74,0,Regular
12782.0,5,103,2330.92,0,Regular
12783.0,2,84,2225.91,0,Regular
12784.0,9,57,532.82,0,Regular
12785.0,364,14,311.95,1,VIP
12787.0,10,20,463.66,0,Regular
12789.0,65,4,91.85,0,Regular
12790.0,192,21,324.92,1,VIP
12791.0,374,2,192.60000000000002,1,VIP
12792.0,257,25,400.54,1,VIP
12793.0,335,24,545.48,1,VIP
12794.0,53,45,860.41,0,Regular
12795.0,19,14,430.48,0,Regular
12797.0,366,13,254.03,1,VIP
12798.0,10,8,6977.04,0,Regular
12802.0,187,25,427.58,1,VIP
12808.0,37,28,483.65000000000003,0,Regular
12809.0,178,25,489.31,1,VIP
12811.0,261,31,514.85,1,VIP
12812.0,45,15,229.64000000000001,0,Regular
12814.0,102,2,125.92,0,Regular
12815.0,148,47,1063.46,1,VIP
12816.0,96,29,572.2,0,Regular
12817.0,281,4,166.04000000000002,1,VIP
12818.0,262,14,1542.08,1,VIP
12820.0,3,59,942.34,0,Regular
12821.0,214,6,92.72,1,VIP
12822.0,71,46,948.88,0,Regular
12823.0,75,5,1759.5,0,Regular
12824.0,60,25,397.12,0,Regular
12826.0,3,91,1474.72,0,Regular
12827.0,6,25,430.15,0,Regular
12828.0,3,56,1018.71,0,Regular
12829.0,337,11,293.0,1,VIP
12830.0,38,38,6814.64,0,Regular
12831.0,262,9,215.05,1,VIP
12832.0,32,27,383.03000000000003,0,Regular
12833.0,145,24,417.38,1,VIP
12834.0,283,18,312.38,1,VIP
12836.0,59,174,2610.36,0,Regular
12837.0,173,12,134.1,1,VIP
12838.0,34,120,671.95,0,Regular
12839.0,3,314,5591.42,0,Regular
12840.0,144,113,2726.77,0,Regular
12841.0,5,414,3991.58,0,Regular
12842.0,70,34,1118.99,0,Regular
12843.0,66,103,1702.26,0,Regular
12844.0,29,52,325.96000000000004,0,Regular
12845.0,267,27,354.09000000000003,1,VIP
12847.0,22,84,843.64,0,Regular
12849.0,31,48,1010.29,0,Regular
12851.0,97,47,131.81,0,Regular
12852.0,295,17,311.55,1,VIP
12853.0,135,78,1957.1000000000001,0,Regular
12854.0,79,109,1316.25,0,Regular
12855.0,373,3,38.1,1,VIP
12856.0,8,311,2170.78,0,Regular
12857.0,211,46,1106.4,1,VIP
12863.0,52,5,521.2,0,Regular
12864.0,138,3,147.12,0,Regular
12865.0,26,95,1568.23,0,Regular
12866.0,283,26,559.12,1,VIP
12867.0,26,534,4009.34,0,Regular
12868.0,186,107,1607.0600000000002,1,VIP
12871.0,84,11,380.64,0,Regular
12872.0,327,66,599.97,1,VIP
12873.0,282,4,374.0,1,VIP
12875.0,143,2,343.2300000000001,1,VIP
12876.0,58,85,2218.02,0,Regular
12877.0,4,154,1535.77,0,Regular
12878.0,236,47,854.99,1,VIP
12879.0,45,10,573.22,0,Regular
12881.0,276,7,298.0,1,VIP
12882.0,9,13,1463.04,0,Regular
12883.0,25,42,703.47,0,Regular
12884.0,88,7,309.05,0,Regular
12885.0,63,71,1175.22,0,Regular
12886.0,68,82,1378.4,0,Regular
12888.0,214,5,354.12,1,VIP
12890.0,24,79,376.71999999999997,0,Regular
12891.0,186,3,331.0,1,VIP
12893.0,31,31,176.55,0,Regular
12895.0,42,22,372.8,0,Regular
12897.0,205,4,216.5,1,VIP
12901.0,9,116,17654.54,0,Regular
12902.0,265,10,138.68,1,VIP
12904.0,18,71,496.06,0,Regular
12906.0,12,63,2919.81,0,Regular
12908.0,176,2,750.0,1,VIP
12909.0,40,91,2178.67,0,Regular
12910.0,23,75,3075.04,0,Regular
12912.0,3,24,1662.3,0,Regular
12913.0,5,50,2483.63,0,Regular
12915.0,149,22,363.65,1,VIP
12916.0,139,103,2944.95,0,Regular
12917.0,128,2,594.0,0,Regular
12919.0,8,50,1335.19,0,Regular
12920.0,17,27,162.78,0,Regular
12921.0,9,720,16587.09,0,Regular
12922.0,161,28,405.38,1,VIP
12923.0,64,28,172.82,0,Regular
12924.0,88,30,933.7,0,Regular
12925.0,5,45,694.05,0,Regular
12928.0,35,84,2062.7,0,Regular
12929.0,312,8,117.85,1,VIP
12930.0,78,25,415.8,0,Regular
12931.0,22,82,42055.96,0,Regular
12933.0,24,106,607.53,0,Regular
12935.0,2,129,2160.7,0,Regular
12936.0,17,62,1063.9,0,Regular
12937.0,15,120,1504.27,0,Regular
12938.0,26,9,114.14,0,Regular
12939.0,64,47,11581.8,0,Regular
12940.0,55,96,899.69,0,Regular
12942.0,131,70,675.6,0,Regular
12944.0,36,30,604.51,0,Regular
12945.0,288,23,462.95,1,VIP
12947.0,144,97,1603.99,0,Regular
12948.0,16,116,2064.95,0,Regular
12949.0,31,215,4167.22,0,Regular
12950.0,2,23,1843.0,0,Regular
12951.0,9,63,1064.07,0,Regular
12952.0,6,79,1387.79,0,Regular
12953.0,10,17,329.85,0,Regular
12955.0,1,180,4757.16,0,Regular
12956.0,306,19,108.07,1,VIP
12957.0,10,238,4017.54,0,Regular
12962.0,7,16,266.39,0,Regular
12963.0,8,95,1856.63,0,Regular
12965.0,89,108,769.8100000000001,0,Regular
12966.0,10,10,160.18,0,Regular
12967.0,358,19,1660.9,1,VIP
12968.0,112,5,135.95,0,Regular
12970.0,7,129,405.47,0,Regular
12971.0,4,305,11189.91,0,Regular
12974.0,198,8,144.8,1,VIP
12976.0,212,22,738.6,1,VIP
12977.0,156,9,39.239999999999995,1,VIP
12980.0,158,20,7374.900000000001,1,VIP
12981.0,30,20,372.21999999999997,0,Regular
12982.0,243,28,390.54,1,VIP
12984.0,19,4,97.5,0,Regular
12985.0,1,76,1239.38,0,Regular
12987.0,74,28,558.7,0,Regular
12988.0,292,83,505.82,1,VIP
12989.0,3,64,6924.11,0,Regular
12990.0,31,13,409.5,0,Regular
12991.0,23,31,503.76,0,Regular
12993.0,23,27,414.76,0,Regular
12994.0,4,61,974.42,0,Regular
12995.0,85,3,211.32,0,Regular
12997.0,22,59,1226.89,0,Regular
12999.0,196,28,455.88,1,VIP
13000.0,107,31,534.85,0,Regular
13001.0,4,337,9785.970000000001,0,Regular
13002.0,318,7,120.95,1,VIP
13003.0,106,6,149.05,0,Regular
13004.0,12,404,5655.91,0,Regular
13005.0,174,26,513.7,1,VIP
13006.0,56,4,81.57,0,Regular
13008.0,323,14,229.47,1,VIP
13011.0,372,3,50.550000000000004,1,VIP
13012.0,9,88,1646.8400000000001,0,Regular
13013.0,1,219,4810.9400000000005,0,Regular
13014.0,11,109,3466.28,0,Regular
13015.0,53,175,3339.64,0,Regular
13016.0,73,47,789.89,0,Regular
13017.0,7,1,204.0,0,Regular
13018.0,16,458,7277.7,0,Regular
13021.0,4,131,2616.38,0,Regular
13023.0,64,40,689.9,0,Regular
13026.0,1,40,975.36,0,Regular
13027.0,114,26,6912.0,0,Regular
13028.0,23,45,661.3199999999999,0,Regular
13029.0,31,10,1247.5,0,Regular
13030.0,11,92,752.44,0,Regular
13032.0,52,71,1010.1800000000001,0,Regular
13033.0,357,11,190.55,1,VIP
13034.0,55,37,642.77,0,Regular
13035.0,74,27,921.88,0,Regular
13037.0,138,48,881.07,0,Regular
13038.0,80,28,908.46,0,Regular
13040.0,9,43,676.99,0,Regular
13043.0,273,13,516.42,1,VIP
13044.0,291,33,560.47,1,VIP
13045.0,99,18,305.28000000000003,0,Regular
13046.0,31,35,629.31,0,Regular
13047.0,32,172,3237.54,0,Regular
13048.0,14,135,1819.41,0,Regular
13049.0,64,14,656.6800000000001,0,Regular
13050.0,15,403,5836.86,0,Regular
13052.0,212,18,348.15000000000003,1,VIP
13055.0,78,76,1214.41,0,Regular
13058.0,25,8,271.40000000000003,0,Regular
13059.0,250,8,183.4,1,VIP
13060.0,254,15,307.53000000000003,1,VIP
13061.0,72,10,248.61,0,Regular
13062.0,191,11,346.98,1,VIP
13064.0,13,68,1105.59,0,Regular
13065.0,373,14,205.86,1,VIP
13066.0,24,48,470.8,0,Regular
13067.0,82,15,115.46000000000001,0,Regular
13068.0,10,2,344.0,0,Regular
13069.0,1,424,4431.44,0,Regular
13070.0,192,9,228.8,1,VIP
13072.0,267,7,177.15,1,VIP
13075.0,130,22,919.61,0,Regular
13077.0,1,111,728.02,0,Regular
13078.0,3,358,12627.94,0,Regular
13079.0,4,6,220.10000000000002,0,Regular
13080.0,179,6,58.08,1,VIP
13081.0,12,1024,28337.38,0,Regular
13082.0,126,73,3613.63,0,Regular
13083.0,4,18,303.75,0,Regular
13085.0,158,22,416.08,1,VIP
13089.0,3,1814,58762.08,0,Regular
13090.0,9,155,8910.82,0,Regular
13091.0,28,21,345.82,0,Regular
13092.0,71,25,477.83,0,Regular
13093.0,276,159,7832.47,1,VIP
13094.0,21,24,1927.3200000000002,0,Regular
13095.0,71,6,74.39999999999999,0,Regular
13097.0,33,421,6003.22,0,Regular
13098.0,1,572,28882.44,0,Regular
13099.0,99,1,207.36,0,Regular
13101.0,234,8,101.19,1,VIP
13102.0,1,304,6424.09,0,Regular
13103.0,40,8,243.94,0,Regular
13104.0,3,20,1098.48,0,Regular
13106.0,133,1,76.5,0,Regular
13107.0,44,58,1531.6200000000001,0,Regular
13108.0,373,10,350.06,1,VIP
13109.0,60,47,786.54,0,Regular
13110.0,31,145,1488.67,0,Regular
13113.0,1,200,12245.960000000001,0,Regular
13115.0,12,120,2294.78,0,Regular
13116.0,138,30,501.14,0,Regular
13117.0,22,76,984.91,0,Regular
13118.0,20,79,1197.81,0,Regular
13120.0,239,1,30.6,1,VIP
13121.0,269,50,283.73,1,VIP
13122.0,94,55,922.39,0,Regular
13124.0,90,222,3756.33,0,Regular
13126.0,5,140,2099.64,0,Regular
13127.0,78,15,259.17,0,Regular
13130.0,94,2,64.0,0,Regular
13131.0,23,44,1073.3,0,Regular
13132.0,262,3,77.3,1,VIP
13133.0,274,7,109.8,1,VIP
13134.0,86,98,1793.58,0,Regular
13135.0,197,1,3096.0,1,VIP
13136.0,56,127,2607.61,0,Regular
13137.0,11,687,3603.29,0,Regular
13138.0,22,63,962.39,0,Regular
13139.0,16,170,5064.9400000000005,0,Regular
13140.0,108,45,422.47,0,Regular
13141.0,85,135,2388.75,0,Regular
13142.0,19,23,307.09000000000003,0,Regular
13144.0,333,3,110.95,1,VIP
13145.0,40,6,618.52,0,Regular
13146.0,26,17,228.91,0,Regular
13147.0,10,4,712.8,0,Regular
13148.0,29,312,3683.26,0,Regular
13149.0,14,86,1676.06,0,Regular
13151.0,296,74,1257.8700000000001,1,VIP
13153.0,6,15,486.22,0,Regular
13155.0,33,85,971.76,0,Regular
13157.0,49,87,1741.22,0,Regular
13158.0,95,79,1201.06,0,Regular
13159.0,9,120,1429.35,0,Regular
13160.0,22,4,91.8,0,Regular
13161.0,313,8,112.75,1,VIP
13162.0,122,79,1688.29,0,Regular
13165.0,46,42,1021.48,0,Regular
13166.0,283,41,417.2,1,VIP
13167.0,19,65,791.33,0,Regular
13168.0,36,126,1299.59,0,Regular
13169.0,64,13,712.88,0,Regular
13170.0,27,30,108.81,0,Regular
13171.0,22,46,468.41,0,Regular
13173.0,4,43,353.65000000000003,0,Regular
13174.0,16,293,2742.82,0,Regular
13176.0,46,67,481.49,0,Regular
13177.0,65,17,282.45,0,Regular
13178.0,26,265,5725.47,0,Regular
13182.0,45,11,121.18,0,Regular
13183.0,8,94,3957.78,0,Regular
13184.0,15,179,1668.95,0,Regular
13185.0,268,1,71.4,1,VIP
13186.0,40,79,1575.89,0,Regular
13187.0,337,37,236.02,1,VIP
13188.0,11,2,114.6,0,Regular
13189.0,19,29,260.68,0,Regular
13192.0,95,63,911.94,0,Regular
13193.0,61,25,112.08,0,Regular
13194.0,136,3,60.7,0,Regular
13196.0,11,110,1797.78,0,Regular
13198.0,10,226,3401.2400000000002,0,Regular
13199.0,4,119,9817.12,0,Regular
13200.0,19,46,870.09,0,Regular
13203.0,10,57,869.46,0,Regular
13207.0,15,8,250.26000000000002,0,Regular
13208.0,59,148,1217.65,0,Regular
13209.0,30,321,5891.61,0,Regular
13210.0,94,22,353.48,0,Regular
13211.0,10,55,1095.42,0,Regular
13212.0,20,141,786.83,0,Regular
13213.0,57,90,1520.58,0,Regular
13216.0,268,5,333.74,1,VIP
13217.0,122,4,533.98,0,Regular
13218.0,127,5,62.64,0,Regular
13220.0,78,21,819.2900000000001,0,Regular
13221.0,240,66,847.41,1,VIP
13223.0,200,5,163.2,1,VIP
13224.0,60,108,2155.95,0,Regular
13225.0,3,32,6463.84,0,Regular
13226.0,273,16,108.21000000000001,1,VIP
13227.0,202,9,257.7,1,VIP
13228.0,81,2,358.0,0,Regular
13229.0,226,10,160.95,1,VIP
13230.0,4,587,2755.63,0,Regular
13232.0,13,202,1328.35,0,Regular
13233.0,74,43,605.12,0,Regular
13235.0,212,58,1031.07,1,VIP
13236.0,25,36,744.85,0,Regular
13238.0,17,31,700.73,0,Regular
13239.0,262,21,329.56,1,VIP
13240.0,96,67,663.65,0,Regular
13242.0,112,13,270.40000000000003,0,Regular
13243.0,203,57,585.12,1,VIP
13244.0,93,27,121.74000000000001,0,Regular
13245.0,51,16,430.5,0,Regular
13246.0,18,136,1961.52,0,Regular
13247.0,18,25,501.12,0,Regular
13248.0,125,26,465.68,0,Regular
13249.0,92,23,711.41,0,Regular
13253.0,157,36,1030.4,1,VIP
13255.0,9,13,399.51,0,Regular
13258.0,12,36,672.83,0,Regular
13259.0,62,81,283.18,0,Regular
13260.0,61,8,557.62,0,Regular
13261.0,269,9,944.1,1,VIP
13262.0,263,11,200.29,1,VIP
13263.0,1,1667,7436.93,0,Regular
13265.0,53,90,2092.66,0,Regular
13266.0,11,187,3834.2599999999998,0,Regular
13267.0,3,211,4521.49,0,Regular
13268.0,18,433,3174.75,0,Regular
13269.0,1,315,5343.28,0,Regular
13270.0,366,1,590.0,1,VIP
